# s_oo= [26.4700643164174, 26.45424258361676, 26.44696355874179, 26.47689711066225, 26.47187459772471, 26.52603328217283, 26.53643014534277, 26.53575672550629, 26.51746587059857, 26.51853245218548, 26.53861099578725, 26.49980820573467, 26.52888743151375, 26.50313188875474, 26.55228425816388, 26.5563892551366, 26.49657336563895, 26.4615211737647, 26.43375857221864, 26.50605812179991]
# Edc= [25.175, 25.175, 25.175, 25.175, 25.175, 25.175, 25.175, 25.175, 25.175, 25.175, 25.175, 25.175, 25.175, 25.175, 25.175, 25.175, 25.175, 25.175, 25.175, 25.175]
1.354134764478359010e+00 3.717479131204410869e-01 -3.098485183751710226e-01 3.948345334465876988e-01 -3.358890001444490014e-01 4.092496699508316738e-01 -3.019997453125560227e-01 3.678274814555886341e-01 -3.741004485520599832e-01 4.051665518085414419e-01 -3.680631128631219884e-01 4.052088707284016156e-01 -3.450921738919949799e-01 3.923724533608887732e-01 -3.566962895499740105e-01 3.951896215693897485e-01 -3.523095541223469906e-01 4.241417888440390804e-01 -3.776852497621819849e-01 4.213309693457207850e-01 -3.741559369024560211e-01 3.765605674501313338e-01 -3.420245654927450141e-01 4.144643404265406783e-01 -3.358308492746600038e-01 3.915726020448313527e-01 -3.480791085093319914e-01 4.152312867763290338e-01 -3.338964614843030199e-01 3.924986075713188249e-01 -3.815705362403529755e-01 3.224241768030506883e-01 -3.108864944809989761e-01 3.709993796699069257e-01 -3.215518549612810251e-01 4.018332517956471062e-01 -2.931669855904620037e-01 4.386175764412600930e-01 -3.176703029757579899e-01 3.853917699403486274e-01 -3.429856021849779779e-01
4.062404293435077918e+00 3.513502771491021637e-01 -6.044478861149370497e-01 3.691699778524186737e-01 -6.274409467189210332e-01 3.779663819198797459e-01 -5.925893154227519499e-01 3.468582328821805394e-01 -6.524489796429849831e-01 3.711063710744784139e-01 -6.585973431768740172e-01 3.724110150906416727e-01 -6.384707081686460395e-01 3.608613161734306463e-01 -6.490065910137450267e-01 3.643401276718627457e-01 -6.362220475322609703e-01 3.869323884154600712e-01 -6.600727448658919583e-01 3.807601822493997812e-01 -6.625434482366270306e-01 3.521224607695712105e-01 -6.341823241584420012e-01 3.850636610148117089e-01 -6.275265577904399761e-01 3.608638122102012513e-01 -6.323909826165340364e-01 3.836748245003600566e-01 -6.230025883996780367e-01 3.581007274438299248e-01 -6.656548013415539700e-01 3.115054646918977710e-01 -6.003186963612630045e-01 3.518397445604579676e-01 -6.114216236042999686e-01 3.750684188675670327e-01 -5.806450114738870294e-01 4.067648853032499456e-01 -6.028610280069269800e-01 3.572081818558385802e-01 -6.317725948362560295e-01
6.770673822391795937e+00 3.107389312877590903e-01 -7.519717428483819743e-01 3.263591201417777032e-01 -7.682814637054899976e-01 3.333780196821296560e-01 -7.402687001271169853e-01 3.073703932013704954e-01 -7.885211926543690408e-01 3.220550980662404417e-01 -7.948937431291740463e-01 3.251116033515626391e-01 -7.790914008791910428e-01 3.154732599560508000e-01 -7.856679793404049983e-01 3.174077368252707920e-01 -7.784243196462400372e-01 3.361702838897890899e-01 -7.951285027290090346e-01 3.294386937744808730e-01 -7.983116460964300165e-01 3.124595323593413188e-01 -7.808898963575380270e-01 3.370296581904987931e-01 -7.703908147403529805e-01 3.155366004652824241e-01 -7.729916154073930290e-01 3.340185247341980190e-01 -7.666303795858799841e-01 3.110124160102789581e-01 -8.048827501279010033e-01 2.817426720742977064e-01 -7.478802888136649729e-01 3.163908237299470905e-01 -7.540488669003989619e-01 3.334980920856271958e-01 -7.287229998536309816e-01 3.588604439827991488e-01 -7.477153558375300157e-01 3.143001643934797418e-01 -7.719612314401880226e-01
9.478943351348513957e+00 2.720168997775900266e-01 -8.125171434359419464e-01 2.798233167015697909e-01 -8.260845986623299719e-01 2.850512914856406788e-01 -8.012003330565200532e-01 2.673050314664595639e-01 -8.420663804152800358e-01 2.766592602073383311e-01 -8.492324303905239846e-01 2.786964695918006107e-01 -8.312743337490120510e-01 2.704472347438586777e-01 -8.400986498700540039e-01 2.711536553100297731e-01 -8.327155043247860267e-01 2.825020218374700853e-01 -8.422349015984159637e-01 2.777388515165097882e-01 -8.483101256835580140e-01 2.706833893933122681e-01 -8.344992665666459697e-01 2.882707699328397322e-01 -8.244933537645400268e-01 2.707944683567402588e-01 -8.262883123695530241e-01 2.858170591721709286e-01 -8.175641648165610231e-01 2.657333589718009481e-01 -8.533024855324750080e-01 2.481841348844506800e-01 -8.112024472971229860e-01 2.692523662897099435e-01 -8.127427208663570157e-01 2.843082287359701699e-01 -7.913673368537690322e-01 3.126173611184699386e-01 -8.050809605227819965e-01 2.730516458291487591e-01 -8.280227753023450266e-01
1.218721288030523020e+01 2.277685693748421336e-01 -8.215948793019389740e-01 2.446007003933097224e-01 -8.319184942867380306e-01 2.445957177988096198e-01 -8.117901272959719972e-01 2.306343759149984685e-01 -8.473181946154419997e-01 2.318834164045393553e-01 -8.523977297295149969e-01 2.378022315486525429e-01 -8.391956904291359987e-01 2.294660608598317886e-01 -8.420546117375390383e-01 2.308721879340107641e-01 -8.314776293426749953e-01 2.427791041326481380e-01 -8.469866484837079712e-01 2.386359167195308828e-01 -8.498396941708700192e-01 2.290143770763213293e-01 -8.401836949216929806e-01 2.467287702962006612e-01 -8.288821201883660450e-01 2.274006687915812730e-01 -8.367492165261140036e-01 2.490940041882900857e-01 -8.234058705858370297e-01 2.250780204657087946e-01 -8.583503123247180344e-01 2.182991584068507684e-01 -8.211632747193200466e-01 2.329662695807999118e-01 -8.287166605090809934e-01 2.396909907243691684e-01 -8.074318013461709853e-01 2.692786872462100689e-01 -8.170001187289409605e-01 2.362978286395287508e-01 -8.407004314653639954e-01
1.489548240926195000e+01 1.983022338251210215e-01 -8.024914940039770128e-01 2.040513102936887257e-01 -8.111648568830439610e-01 2.076917518732026569e-01 -8.001475658259370460e-01 1.933655664286284548e-01 -8.210363219636529486e-01 1.972031504540903146e-01 -8.264519816562360122e-01 1.975092367008426386e-01 -8.166285913040790545e-01 1.964084235458187777e-01 -8.219425274211199506e-01 1.921590879812318242e-01 -8.073924119236780550e-01 2.063997815375200329e-01 -8.147295366552510520e-01 1.998981531025307845e-01 -8.302690490166280135e-01 1.965852619889323361e-01 -8.155302109843409752e-01 2.085441359669597539e-01 -8.122851700186940471e-01 1.924190303324313511e-01 -8.135436807960769734e-01 2.066378322025710368e-01 -8.056832689929910307e-01 1.958379973930988172e-01 -8.332154506966980012e-01 1.882520764575477124e-01 -8.081678405519350239e-01 1.995633860750880562e-01 -8.126596730553800052e-01 2.027363247188491702e-01 -7.950770036011800546e-01 2.306337604148220866e-01 -8.031612164712470525e-01 2.019089253376407100e-01 -8.191402633372509845e-01
1.760375193821867157e+01 1.754770088254000715e-01 -7.705765112354010515e-01 1.784831889380278369e-01 -7.787893052980829900e-01 1.714386313405995566e-01 -7.682690636809039741e-01 1.645889224835386244e-01 -7.870507598302379781e-01 1.749103161725114042e-01 -7.884948746064009972e-01 1.742230635215096246e-01 -7.777823899394640250e-01 1.740352818757497921e-01 -7.805570752951229707e-01 1.677442110249427465e-01 -7.741439481505579812e-01 1.792158243863291034e-01 -7.871641785751649634e-01 1.664845562858698891e-01 -7.890864383834740314e-01 1.693993760916112645e-01 -7.806024291043970331e-01 1.798431911320896859e-01 -7.753413655273679872e-01 1.658336248078522424e-01 -7.785835454182790105e-01 1.784010058495080209e-01 -7.674286911115010268e-01 1.648086346561008497e-01 -7.912760098089489658e-01 1.598921802689896587e-01 -7.783010397658449708e-01 1.698293383808180401e-01 -7.808292552031810274e-01 1.778503898764400848e-01 -7.595579292471730248e-01 1.980867135045800698e-01 -7.671128489329670508e-01 1.721508847402186682e-01 -7.859976226109549602e-01
2.031202146717539136e+01 1.534401626790009576e-01 -7.331204821539309968e-01 1.579153852961177051e-01 -7.372539682878760381e-01 1.507464206031416953e-01 -7.248213262577080096e-01 1.442383470126205047e-01 -7.475628944918599750e-01 1.501963943460784545e-01 -7.496034996104870007e-01 1.430385524276407416e-01 -7.369344664235349951e-01 1.464305091002697790e-01 -7.430298111605649902e-01 1.420977957430518135e-01 -7.342358408205299503e-01 1.485620156980300699e-01 -7.427452035921410234e-01 1.396457980094498730e-01 -7.519370031293950429e-01 1.455653084677801523e-01 -7.466787054620880326e-01 1.547559311031396767e-01 -7.335137193805739697e-01 1.433584551597422152e-01 -7.353926077249069992e-01 1.553125369205901052e-01 -7.311141457680749856e-01 1.404058330560788992e-01 -7.558204038990039564e-01 1.402098243273497413e-01 -7.427903881813670006e-01 1.497318439624490960e-01 -7.426861925568220002e-01 1.527377864909591487e-01 -7.241791064803639877e-01 1.736750950681200667e-01 -7.322399112710830105e-01 1.507409502589496242e-01 -7.521556120431079906e-01
2.302029099613211116e+01 1.306683641229611226e-01 -6.966123794970410232e-01 1.360247419824678339e-01 -7.010683741047409878e-01 1.320861901131107352e-01 -6.872240167538800071e-01 1.270480102162205860e-01 -7.074122834089739964e-01 1.265795496871784387e-01 -7.119677475101450215e-01 1.215703745776506306e-01 -6.944672911192959486e-01 1.248008362782397906e-01 -6.994522650801690000e-01 1.252132571022808172e-01 -6.936824027954180405e-01 1.248939519662781716e-01 -6.994832458478850157e-01 1.216205378888308708e-01 -7.090107073677349714e-01 1.250889250398832253e-01 -7.049499583972600458e-01 1.338024218895306205e-01 -6.973911793385419999e-01 1.235990083580633669e-01 -6.949518652643309480e-01 1.336929997738001141e-01 -6.951614597461409639e-01 1.210942957058489533e-01 -7.138088430013089791e-01 1.215455508025977682e-01 -7.048190414589680097e-01 1.317571031903599366e-01 -7.034079719436200362e-01 1.313008910569590793e-01 -6.863511740248200432e-01 1.513247678153000209e-01 -6.954324400933999950e-01 1.293909241603086180e-01 -7.133771360546690143e-01
2.572856052508882030e+01 1.107375965662491524e-01 -6.601500649302249890e-01 1.163316969247998323e-01 -6.659749769387609541e-01 1.148994827393716722e-01 -6.511283482016040347e-01 1.115209386682385340e-01 -6.690568646676240405e-01 1.072501570740485022e-01 -6.745710810073169972e-01 1.065627399463016101e-01 -6.547074520331620517e-01 1.094251524467717562e-01 -6.573439880448059824e-01 1.122189742744197360e-01 -6.556292291775780434e-01 1.077872632110901119e-01 -6.604358577744250391e-01 1.073248207302017754e-01 -6.669357477761309605e-01 1.078378500490733138e-01 -6.637495168589759853e-01 1.167885409132087826e-01 -6.608670502322639972e-01 1.065571668485814083e-01 -6.564756610876210097e-01 1.151834017524500098e-01 -6.579121098612730201e-01 1.050414946969409069e-01 -6.716050362696129872e-01 1.044866462623976755e-01 -6.660762606310940415e-01 1.151631045210979032e-01 -6.647002924482350306e-01 1.136979086680371953e-01 -6.490929646928710328e-01 1.318765166963911106e-01 -6.589258932972149596e-01 1.101980409437897102e-01 -6.729378089528810225e-01
